,GDOP,HDOP,VDOP,TDOP
0,,,,
1,,,,
2,1.086198040430699,0.4922380373369847,0.36337653993101066,0.12138480250824608
3,1.3311834278995587,0.759915479707896,0.4657048776867366,0.23292529214068095
4,1.210440474977525,0.6104861954167404,0.4421808764598306,0.16068805762085772
5,1.341991434710484,0.7770218037759782,0.5080979761299332,0.19744887480678644
6,1.2765527121769285,0.7143379085630918,0.4572043932941938,0.16215772714455687
7,1.3626831978244978,0.8156638281053992,0.5580951552373528,0.16174905985138488
8,1.3889635121827046,0.9372204886441583,0.5125764700000979,0.18651905846999972
9,1.3168988493533496,0.7718458737393138,0.5287514482682745,0.15681474188374114
10,1.4670319547385284,0.9329107759512335,0.5590401024781447,0.3055120849226453
11,1.2624239576731937,0.69976080942325,0.42620820940856874,0.1893447481599575
12,1.6764593813148863,1.2048086526385278,0.903226061971972,0.3704671092391691
13,1.6581767011468351,1.482871053752018,0.67644332044971,0.18527728738771096
14,1.5286342070460432,1.3734531225314488,0.5599808294509023,0.17182423032938307
15,,,,
16,,,,
17,,,,
18,,,,
19,1.304952237477425,0.9755158778324526,0.25197672707105684,0.1299738794487079
20,1.1289776279842658,0.6552801257400335,0.22215015445917893,0.1259455851658263
21,1.0984490504099869,0.6173218538732634,0.21903117627560323,0.11458946975975746
22,1.177402296642388,0.7177095950332054,0.2424705472783306,0.13076206733399148
23,1.1677318224085016,0.6748859496608424,0.2807264093193345,0.13042475150437613
24,1.2079589241962754,0.724281453110053,0.31560625116135305,0.12354432434545592
25,1.1684904595369336,0.6999543735055336,0.27091984779102574,0.12429401289484822
26,1.2036187701739733,0.7274840690284012,0.3303335224233488,0.11960973202897263
27,1.204705503270269,0.7267633891349968,0.26861299092393026,0.15533624462146595
28,1.2241529381770697,0.8522096025676783,0.23974549288360333,0.12425743036010117
29,1.1957765446275126,0.8121063036653156,0.26317093325963203,0.12740720271058886
30,1.299157896110449,1.0677151353866816,0.26082509897657613,0.11157262964138905
31,1.5398869158786355,1.8196914481641304,0.24457072830197243,0.10798565748131606
32,,,,
33,1.0572652868188144,0.5526569959704554,0.2541171689592321,0.10116324353417414
34,1.115379756270623,0.6055353101403426,0.25382574545548875,0.13392955325235134
35,1.157634037271432,0.6449959025136831,0.2853133130768035,0.14298858428081507
36,1.2145915966517786,0.7124556290651333,0.3236600587630466,0.14436326419642095
37,1.1639206469575558,0.670654447673896,0.2744324180967897,0.13619859796814746
38,1.1959143387348627,0.7009820928674123,0.31727494059383954,0.12328879145359517
39,1.152826976701484,0.6676728171942587,0.2668471333167613,0.12589894568779458
40,1.1979062876367366,0.7082048983542993,0.3348874651001335,0.1183280620503087
41,1.1913271816600441,0.712764648975791,0.2644987809248386,0.14701250012619108
42,1.3768752716428785,0.9690132991357177,0.4602264381926361,0.17245225656078925
