,GDOP,HDOP,VDOP,TDOP
0,,,,
1,,,,
2,1.1995324721893061,0.6988038273047006,0.4289365299082454,0.11790689881017184
3,,,,
4,,,,
5,,,,
6,,,,
7,1.2628249637198365,0.9349902586680777,0.32969595513394123,0.10862109621500736
8,,,,
9,1.1096558526605864,0.6222661552816755,0.31751993768320474,0.09784162731871356
10,,,,
11,,,,
12,,,,
13,1.3323699813509857,0.7915296991941593,0.5732087195871444,0.13893520746337215
14,,,,
15,1.8665641328725235,1.1984173137167884,1.6815291805312143,0.260800445874246
16,1.8002721973734341,1.0672065207832504,1.5791776270332916,0.2507667509982318
17,1.9637671355976374,1.467852235899999,1.652598660209984,0.3276979498171627
18,,,,
19,1.3381704433510568,0.7148747551356913,0.642682078662739,0.1396706776870135
20,1.125124855236194,0.5893232680490915,0.3437970898714169,0.09112121961785515
