,EDOP,NDOP,HDOP,VDOP,TDOP,GDOP
0,,,,,,
1,,,,,,
2,0.6795875513817763,0.649021635731472,0.9397171508707468,0.44348499856827034,0.172591585975037,1.0533447313890696
3,,,,,,
4,,,,,,
5,,,,,,
6,,,,,,
7,0.5884343838211145,0.566674749056566,0.8169304103050985,0.34674639502355586,0.11765071967938924,0.8952374263759121
8,,,,,,
9,0.5810446594162162,0.5717461955946144,0.8151727475897497,0.3407074932487131,0.1190979213547842,0.8915001510038425
10,,,,,,
11,,,,,,
12,,,,,,
13,0.6718933775584413,1.8807406859838491,1.9971545355134364,0.9062422223738993,0.7468238870807498,2.3168183188695384
14,,,,,,
15,0.6724624486656781,1.892799938613832,2.008705392157338,0.9267263290597398,0.865803559443731,2.3755704251821164
16,0.674162842170877,1.8891963039541304,2.0058809068929944,0.9489459007575646,0.9217297090659583,2.4028404424300134
17,0.6783038067995886,1.8959841877910655,2.0136663315138783,0.9741738059819215,0.9928347454885686,2.4473633834768416
18,,,,,,
19,0.6644860986762757,0.7446936659480577,0.9980533209389039,0.6074774958901146,0.21549167756045007,1.1880976401575403
20,0.6113334946203515,0.6739833987249635,0.909935307261777,0.33048260825752745,0.15243989409169517,0.9800198666725946
